date	open	high	close	low	volume	amount
2005-06-08 00:00:00	998.657	1097.234	1095.325	998.657	132102130	1054902172
2005-06-09 00:00:00	1095.319	1158.597	1132.551	1083.591	172384641	1422780953
2005-06-10 00:00:00	1133.368	1133.368	1102.66	1095.178	110740934	917926167
2005-06-13 00:00:00	1104.235	1116.571	1105.714	1084.607	75719506	612262086
2005-06-14 00:00:00	1107.523	1119.764	1076.617	1076.576	68327675	561712504
2005-06-15 00:00:00	1073.237	1093.525	1076.204	1057.192	60518575	476253410
2005-06-16 00:00:00	1077.686	1130.874	1129.931	1076.502	101672467	812656297
2005-06-17 00:00:00	1140.133	1144.39	1122.021	1116.948	89446481	752132760
2005-06-20 00:00:00	1129.781	1186.92	1186.92	1119.687	147475579	1195364640
2005-06-21 00:00:00	1186.564	1211.175	1194.197	1172.992	161235918	1346874049
2005-06-22 00:00:00	1184.02	1211.278	1197.791	1174.171	123547726	1028096449
2005-06-23 00:00:00	1193.296	1210.157	1171.368	1168.008	117924143	971269900
2005-06-24 00:00:00	1168.117	1187.516	1185.668	1166.826	67883749	568664220
2005-06-27 00:00:00	1189.512	1262.937	1243.007	1189.512	162841931	1443952473
2005-06-28 00:00:00	1238.991	1247.723	1223.02	1217.685	115061107	918054892
2005-06-29 00:00:00	1235.444	1253.451	1211.974	1211.545	104635054	954182570
2005-06-30 00:00:00	1214.121	1218.406	1175.045	1174.767	90390586	765014681
2005-07-01 00:00:00	1175.206	1185.25	1144.274	1141.445	74127282	608717400
2005-07-04 00:00:00	1133.385	1165.347	1165.347	1125.812	61924609	501666830
2005-07-05 00:00:00	1168.605	1195.762	1163.343	1154.919	72223662	692357911
2005-07-06 00:00:00	1162.657	1179.114	1133.226	1124.831	57032466	522456642
2005-07-07 00:00:00	1126.355	1150.208	1143.021	1126.355	42448887	376248952
2005-07-08 00:00:00	1141.496	1141.496	1111.773	1107.376	46537534	381394785
2005-07-11 00:00:00	1134.48	1159.261	1114.954	1113.352	55948166	475617449
2005-07-12 00:00:00	1111.007	1181.347	1173.89	1106.753	92636232	788041469
2005-07-13 00:00:00	1170.979	1177.756	1159.101	1154.67	75300040	638614037
2005-07-14 00:00:00	1158.888	1177.289	1168.188	1155.021	53128576	462146454
2005-07-15 00:00:00	1169.304	1175.42	1147.216	1141.99	49086196	425293065
2005-07-18 00:00:00	1145.547	1157.106	1153.565	1137.685	36305570	312917071
2005-07-19 00:00:00	1152.711	1163.809	1162.628	1146.631	34967587	311413822
2005-07-20 00:00:00	1162.937	1184.329	1177.758	1159.117	38290720	363367422
2005-07-21 00:00:00	1176.458	1180.003	1162.636	1154.11	35033455	309234723
2005-07-22 00:00:00	1165.814	1183.703	1170.567	1144.198	79890899	664563451
2005-07-25 00:00:00	1165.81	1165.81	1144.89	1143.907	59695007	490418069
2005-07-26 00:00:00	1139.666	1163.916	1154.334	1139.148	57893085	473565554
2005-07-27 00:00:00	1151.834	1181.922	1181.922	1147.727	63668272	520166321
2005-07-28 00:00:00	1185.849	1201.923	1185.715	1181.393	80629064	673729827
2005-07-29 00:00:00	1184.606	1187.972	1183.235	1176.183	39043611	338437639
2005-08-01 00:00:00	1177.253	1203.476	1203.476	1177.253	62454064	526732947
2005-08-02 00:00:00	1207.846	1208.954	1198.595	1183.859	70298418	582306154
2005-08-03 00:00:00	1199.191	1217.184	1203.897	1197.428	73044134	608312839
2005-08-04 00:00:00	1198.24	1226.939	1208.836	1192.143	71735998	643304994
2005-08-05 00:00:00	1193.956	1261.824	1258.581	1193.956	139973189	1219524977
2005-08-08 00:00:00	1284.727	1310.619	1274.805	1268.748	177016131	1562476535
2005-08-09 00:00:00	1267.329	1293.075	1290.683	1257.06	119164548	1054010683
2005-08-10 00:00:00	1286.198	1303.759	1303.077	1273.08	116058704	1031687027
2005-08-11 00:00:00	1303.282	1307.272	1297.814	1282.311	106421951	1046043157
2005-08-12 00:00:00	1300.197	1315.127	1288.764	1272.494	133678008	1255467582
2005-08-15 00:00:00	1286.657	1352.547	1351.784	1286.657	166399681	1552921669
2005-08-16 00:00:00	1357.109	1362.783	1322.778	1313.715	142189007	1356664939
2005-08-17 00:00:00	1314.528	1368.905	1357.745	1299.979	158723107	1541156495
2005-08-18 00:00:00	1362.455	1363.881	1279.567	1278.183	154512117	1504059032
2005-08-19 00:00:00	1271.516	1300.294	1274.727	1247.585	111733450	1047692432
2005-08-22 00:00:00	1268.713	1280.234	1275.644	1251.573	51696759	483413667
2005-08-23 00:00:00	1274.694	1282.788	1275.948	1253.735	55888918	528962520
2005-08-24 00:00:00	1278.022	1303.418	1293.389	1278.022	72562321	680555156
2005-08-25 00:00:00	1293	1299.199	1299.199	1275.498	57021161	538621973
2005-08-26 00:00:00	1298.978	1300.317	1295.212	1285.786	56842010	555589522
2005-08-29 00:00:00	1296.283	1300.09	1275.912	1271.778	47179786	465542534
2005-08-30 00:00:00	1271.958	1290.784	1267.547	1266.73	43913969	422262935
2005-08-31 00:00:00	1266.568	1305.514	1305.514	1266.568	67285890	627306729
2005-09-01 00:00:00	1309.037	1320.451	1318.611	1302.269	68894707	661020553
2005-09-02 00:00:00	1323.9	1354.777	1342.526	1323.9	103681719	1048740155
2005-09-05 00:00:00	1353.57	1358.614	1350.678	1334.405	65664798	657141844
2005-09-06 00:00:00	1354.267	1354.448	1315.302	1312.869	68570829	688655101
2005-09-07 00:00:00	1309.872	1366.709	1366.709	1307.577	79450098	830241807
2005-09-08 00:00:00	1370.585	1372.241	1356.902	1340.183	96314627	884001843
2005-09-09 00:00:00	1358.506	1386.59	1368.022	1353.746	117681225	1135738994
2005-09-12 00:00:00	1368.061	1370.036	1370.036	1357.238	34823410	371811945
2005-09-13 00:00:00	1369.727	1381.449	1381.449	1363.648	50030699	535042220
2005-09-14 00:00:00	1379.953	1387.336	1385.086	1376.532	44901593	460260846
2005-09-15 00:00:00	1382.836	1388.121	1384.297	1380.195	32011498	341087700
2005-09-16 00:00:00	1384.517	1388.323	1372.624	1372.479	42681263	452310251
2005-09-19 00:00:00	1369.256	1377.93	1376.014	1369.256	17460850	148598525
2005-09-20 00:00:00	1374.591	1390.991	1384.787	1374.196	40371964	347138649
2005-09-21 00:00:00	1391.653	1391.653	1374.252	1373.984	25101627	244521110
2005-09-22 00:00:00	1360.128	1360.469	1345.615	1340.876	52213940	457714858
2005-09-23 00:00:00	1339.089	1359.427	1347.267	1335.185	34387719	311681686
2005-09-26 00:00:00	1340.13	1366.176	1357.417	1338.783	31885039	300951656
2005-09-27 00:00:00	1359.995	1367.605	1355.686	1349.565	42108395	357525030
2005-09-28 00:00:00	1356.48	1365.439	1348.976	1345.486	33006033	294228904
2005-09-29 00:00:00	1339.346	1346.809	1342.039	1336.167	54875841	496043231
2005-09-30 00:00:00	1327.066	1365.838	1354.52	1327.066	45658109	455580877
2005-10-10 00:00:00	1356.23	1364.743	1355.234	1350.538	32383772	325652918
2005-10-11 00:00:00	1352.315	1369.425	1369.425	1348.803	37392142	359374604
2005-10-12 00:00:00	1368.912	1391.265	1382.068	1362.441	49349718	509465209
2005-10-13 00:00:00	1378.465	1392.269	1388.889	1378.449	41477911	432211563
2005-10-14 00:00:00	1387.28	1398.643	1393.009	1387.245	31752000	362100726
2005-10-17 00:00:00	1403.655	1406.623	1402.085	1394.647	34458108	457491223
2005-10-18 00:00:00	1398.52	1414.099	1408.707	1398.039	39305708	450721286
2005-10-19 00:00:00	1414.364	1419.75	1403.624	1401.818	26868481	300724312
2005-10-20 00:00:00	1399.86	1416.951	1408.045	1395.335	33100185	381735112
2005-10-21 00:00:00	1401.794	1411.719	1409.668	1401.42	25857974	293309902
2005-10-24 00:00:00	1409.308	1413.862	1407.201	1398.933	24093480	228652427
2005-10-25 00:00:00	1410.591	1414.934	1399.947	1394.964	16920141	157055200
2005-10-26 00:00:00	1422.132	1422.132	1380.155	1375.02	36876359	301691360
2005-10-27 00:00:00	1371.716	1388.318	1381.078	1367.241	22018263	174975422
2005-10-28 00:00:00	1397.302	1400.538	1361.82	1352.272	40626975	289867890
2005-10-31 00:00:00	1351.572	1372.595	1364.441	1334.962	36387035	261233756
2005-11-01 00:00:00	1367.496	1367.496	1352.319	1328.002	33198858	227550017
2005-11-02 00:00:00	1342.258	1368.943	1361.997	1341.558	37723294	273840758
2005-11-03 00:00:00	1374.974	1380.184	1349.189	1347.395	24458977	173777784
2005-11-04 00:00:00	1332.001	1374.864	1365.717	1325.463	58271227	482903945
2005-11-07 00:00:00	1368.717	1375.713	1362.531	1350.493	53346975	434144083
2005-11-08 00:00:00	1357.704	1365.964	1365.367	1347.743	40530118	300860337
2005-11-09 00:00:00	1342.886	1417.462	1397.499	1342.2	107482224	873949528
2005-11-10 00:00:00	1399.16	1415.596	1386.226	1380.782	127212386	1060637098
2005-11-11 00:00:00	1381.938	1391.457	1378.633	1359.544	75418228	597570530
2005-11-14 00:00:00	1376.26	1376.981	1369.715	1361.422	46815557	353079782
2005-11-15 00:00:00	1377.339	1380.172	1329.45	1324.343	66070313	533556053
2005-11-16 00:00:00	1322.915	1340.503	1340.503	1302.322	47580427	360575557
2005-11-17 00:00:00	1337.216	1349.307	1333.212	1327.337	34153522	294879295
2005-11-18 00:00:00	1321.749	1388.131	1377.867	1321.219	105846559	812219001
2005-11-21 00:00:00	1377.047	1397.666	1384.013	1373.388	68146871	537749437
2005-11-22 00:00:00	1387.801	1399.455	1367.665	1367.665	68383550	560591316
2005-11-23 00:00:00	1355.815	1401.451	1391.249	1353.934	63824007	527633208
2005-11-24 00:00:00	1392.902	1405.902	1391.796	1387.597	68831268	522814679
2005-11-25 00:00:00	1393.711	1403.585	1393.14	1385.724	54592231	434275972
2005-11-28 00:00:00	1393.697	1395.214	1376.653	1365.663	59387238	514082668
2005-11-29 00:00:00	1380.71	1398.284	1385.959	1380.71	85631999	666187064
2005-11-30 00:00:00	1391.082	1444.806	1439	1388.082	211816990	1532248563
2005-12-01 00:00:00	1436.463	1436.463	1403.152	1394.96	116830314	816108971
2005-12-02 00:00:00	1392.354	1400.417	1394.499	1379.368	86174933	637360386
2005-12-05 00:00:00	1386.986	1386.986	1335.836	1334.98	86040445	627027936
2005-12-06 00:00:00	1327.685	1349.655	1333.164	1321.031	61659817	443078839
2005-12-07 00:00:00	1331.824	1347.516	1343.714	1326.807	46985796	351006948
2005-12-08 00:00:00	1346.445	1353.774	1337.311	1329.456	48747371	382571827
2005-12-09 00:00:00	1337.345	1369.105	1367.874	1332.494	67862094	498395441
2005-12-12 00:00:00	1368.242	1376.01	1369.682	1361.587	54054404	411607669
2005-12-13 00:00:00	1368.477	1368.477	1360.209	1341.355	48903746	388422918
2005-12-14 00:00:00	1360.043	1378.723	1376.894	1347.466	51320887	395181590
2005-12-15 00:00:00	1377.057	1394.343	1372.8	1371.843	66681579	530259439
2005-12-16 00:00:00	1371.124	1397.57	1397.094	1368.218	67327109	491381818
2005-12-19 00:00:00	1395.792	1395.792	1387.342	1385.435	50769921	372471688
2005-12-20 00:00:00	1387.84	1389.31	1376.695	1366.949	51618094	395305703
2005-12-21 00:00:00	1375.758	1379.39	1358.485	1357.328	47413246	349291713
2005-12-22 00:00:00	1357.071	1387.373	1384.387	1353.158	52532792	440160304
2005-12-23 00:00:00	1384.333	1393.167	1391.642	1381.14	51652900	430964884
2005-12-26 00:00:00	1392.783	1419.521	1414.715	1392.783	71766480	611944521
2005-12-27 00:00:00	1415.325	1417.285	1411.669	1396.758	55710137	438319566
2005-12-28 00:00:00	1411.34	1436.244	1436.244	1408.686	64718582	537545039
2005-12-29 00:00:00	1437.068	1441.307	1438.549	1428.676	71636959	615912543
2005-12-30 00:00:00	1440.488	1446.183	1415.651	1408.956	63892288	533560319
2006-01-04 00:00:00	1411.937	1421.794	1417.524	1405.109	57357955	495199301
2006-01-05 00:00:00	1419.595	1432.317	1428.995	1413.445	82010101	675835490
2006-01-06 00:00:00	1430.47	1446.453	1436.04	1418.826	112749464	892358963
2006-01-09 00:00:00	1440.535	1481.195	1473.626	1439.162	131736673	1042269077
2006-01-10 00:00:00	1474.636	1479.451	1465.865	1459.832	82158095	690967793
2006-01-11 00:00:00	1465.925	1465.925	1437.342	1430.951	88991626	741078258
2006-01-12 00:00:00	1435.693	1477.068	1475.287	1434.711	101577072	864465340
2006-01-13 00:00:00	1482.019	1496.733	1478.631	1467.168	100439880	852013599
2006-01-16 00:00:00	1480.228	1510.204	1483.642	1477.691	123046354	1024902942
2006-01-17 00:00:00	1479.186	1503.092	1488.795	1473.041	95184428	808550946
2006-01-18 00:00:00	1489.248	1508.581	1508.581	1488.017	101973984	835448464
2006-01-19 00:00:00	1510.74	1513.167	1502.26	1488.389	88698900	775101886
2006-01-20 00:00:00	1501.371	1502.511	1484.368	1475.585	93876115	784086308
2006-01-23 00:00:00	1482.373	1482.373	1468.252	1449.486	91798592	766976277
2006-01-24 00:00:00	1468.16	1482.258	1470.151	1456.963	90654939	788029002
2006-01-25 00:00:00	1467.021	1474.71	1440.753	1425.075	115678013	924779200
2006-02-06 00:00:00	1444.207	1493.46	1493.46	1444.207	81289161	731032271
2006-02-07 00:00:00	1494.594	1496.841	1474.908	1461.084	102623163	935385013
2006-02-08 00:00:00	1470.628	1480.526	1480.526	1457.417	60955269	537168726
2006-02-09 00:00:00	1481.143	1492.909	1476.89	1474.158	72975674	622901451
2006-02-10 00:00:00	1479.744	1496.967	1496.967	1478.24	78015477	641062373
2006-02-13 00:00:00	1499.764	1522.96	1519.454	1499.764	77849979	711722741
2006-02-14 00:00:00	1519.993	1540.943	1539.417	1517.517	68207665	666247220
2006-02-15 00:00:00	1541.248	1544.993	1528.335	1524.52	73032162	648381278
2006-02-16 00:00:00	1528.815	1529.192	1476.296	1472.256	95316955	806921210
2006-02-17 00:00:00	1474.22	1484.799	1450.86	1450.86	79098974	692039344
2006-02-20 00:00:00	1443.689	1447.157	1406.901	1405.77	79955798	645323783
2006-02-21 00:00:00	1400.046	1445.478	1445.478	1394.089	69957857	554539144
